# FPR TPR
0.000000 0.000000
0.000000 0.000017
0.000000 0.000050
0.000000 0.000084
0.000000 0.000100
0.000000 0.000134
0.000000 0.000284
0.000000 0.000318
0.000000 0.000401
0.000000 0.000434
0.000000 0.000468
0.000000 0.000501
0.000000 0.000535
0.000000 0.000568
0.000000 0.000585
0.000000 0.000618
0.000000 0.000719
0.000000 0.000752
0.000000 0.000919
0.000000 0.000953
0.000000 0.001086
0.000000 0.001120
0.000000 0.001320
0.000000 0.001354
0.000000 0.001537
0.000000 0.001571
0.000000 0.001738
0.000000 0.001771
0.000000 0.001972
0.000000 0.002005
0.000000 0.002089
0.000000 0.002223
0.000000 0.002256
0.000000 0.002289
0.000000 0.002340
0.000000 0.002373
0.000000 0.002406
0.000000 0.002440
0.000000 0.002574
0.000000 0.002607
0.000000 0.002774
0.000000 0.002841
0.000000 0.002874
0.000000 0.002908
0.000000 0.002941
0.000000 0.002975
0.000000 0.003326
0.000000 0.003359
0.000000 0.003409
0.000000 0.003443
0.000000 0.003727
0.000000 0.003760
0.000000 0.003977
0.000000 0.004011
0.000000 0.004128
0.000000 0.004161
0.000000 0.004195
0.000000 0.004261
0.000000 0.004311
0.000000 0.004345
0.000000 0.004863
0.000000 0.004896
0.000000 0.005013
0.000000 0.005047
0.000000 0.005064
0.000000 0.005097
0.000000 0.005147
0.000000 0.005180
0.000000 0.005231
0.000000 0.005264
0.000000 0.005314
0.000000 0.005381
0.000000 0.005481
0.000000 0.005515
0.000000 0.005632
0.000000 0.005665
0.000000 0.005699
0.000000 0.005732
0.000000 0.005782
0.000000 0.005816
0.000000 0.005832
0.000000 0.005866
0.000000 0.006233
0.000000 0.006267
0.000000 0.006350
0.000000 0.006384
0.000000 0.006634
0.000000 0.006668
0.000000 0.006735
0.000000 0.006768
0.000000 0.006985
0.000000 0.007019
0.000000 0.007069
0.000000 0.007102
0.000000 0.007203
0.000000 0.007236
0.000000 0.007470
0.000000 0.007503
0.000000 0.007587
0.000000 0.007620
0.000000 0.007654
0.000000 0.007687
0.000000 0.007754
0.000000 0.007787
0.000000 0.007971
0.000000 0.008005
0.000000 0.008055
0.000000 0.008088
0.000000 0.008172
0.000000 0.008205
0.000000 0.008322
0.000000 0.008356
0.000000 0.008372
0.000000 0.008439
0.000000 0.008489
0.000000 0.008523
0.000000 0.008539
0.000000 0.008573
0.000000 0.008690
0.000000 0.008723
0.000000 0.008890
0.000000 0.008957
0.000000 0.009124
0.000000 0.009158
0.000000 0.009208
0.000000 0.009258
0.000000 0.009459
0.000000 0.009509
0.000000 0.009626
0.000000 0.009693
0.000000 0.009759
0.000000 0.009793
0.000000 0.009843
0.000000 0.009910
0.000000 0.010227
0.000000 0.010261
0.000000 0.010461
0.000000 0.010495
0.000000 0.010528
0.000000 0.010561
0.000000 0.010745
0.000000 0.010779
0.000000 0.011080
0.000000 0.011113
0.000000 0.011146
0.000000 0.011180
0.000000 0.011280
0.000000 0.011314
0.000000 0.011748
0.000000 0.011781
0.000000 0.011898
0.000000 0.011932
0.000000 0.011949
0.000000 0.011982
0.000000 0.012049
0.000000 0.012082
0.000000 0.012132
0.000000 0.012199
0.000000 0.012233
0.000000 0.012266
0.000000 0.012550
0.000000 0.012584
0.000000 0.012600
0.000000 0.012634
0.000000 0.012751
0.000000 0.012784
0.000000 0.012801
0.000000 0.012834
0.000000 0.013336
0.000000 0.013369
0.000000 0.013503
0.000000 0.013536
0.000000 0.013703
0.000000 0.013737
0.000000 0.013770
0.000000 0.013803
0.000000 0.014188
0.000000 0.014221
0.000000 0.014489
0.000000 0.014522
0.000000 0.014756
0.000000 0.014856
0.000000 0.014940
0.000000 0.014973
0.000000 0.015291
0.000000 0.015324
0.000000 0.015625
0.000000 0.015692
0.000000 0.015775
0.000000 0.015809
0.000000 0.015859
0.000000 0.015892
0.000000 0.015943
0.000000 0.016009
0.000000 0.016076
0.000000 0.016110
0.000000 0.016628
0.000000 0.016661
0.000000 0.016745
0.000000 0.016778
0.000000 0.016828
0.000000 0.016862
0.000000 0.016878
0.000000 0.016912
0.000000 0.017012
0.000000 0.017045
0.000000 0.017062
0.000000 0.017096
0.000000 0.017447
0.000000 0.017513
0.000000 0.017564
0.000000 0.017630
0.000000 0.017981
0.000000 0.018015
0.000000 0.018048
0.000000 0.018115
0.000000 0.018232
0.000000 0.018265
0.000000 0.018282
0.000000 0.018316
0.000000 0.018349
0.000000 0.018382
0.000000 0.018516
0.000000 0.018549
0.000000 0.018600
0.000000 0.018633
0.000000 0.018666
0.000000 0.018700
0.000000 0.018800
0.000000 0.018834
0.000000 0.019402
0.000000 0.019435
0.000000 0.019452
0.000000 0.019485
0.000000 0.019552
0.000000 0.019619
0.000000 0.019719
0.000000 0.019753
0.000000 0.019820
0.000000 0.019853
0.000000 0.020120
0.000000 0.020154
0.000000 0.020538
0.000000 0.020572
0.000000 0.020605
0.000000 0.020638
